Ticker                      Company   Market_Cap       EBIT           EV       EV_EBIT
  KOSS                    KOSS CORP      48.2256     -1.737      35.0796    -20.195509
  KPRX    KIORA PHARMACEUTICALS INC       7.4111     -9.459      -9.3099      0.984237
  KPTI  KARYOPHARM THERAPEUTICS INC     134.7690    -90.707     376.9700     -4.155909
    KR                    KROGER CO   40682.4000   4536.000   60493.4000     13.336287
   KRC           KILROY REALTY CORP    4423.5616    301.726    8961.3326     29.700233
  KREF   KKR REAL ESTATE FIN TR INC     529.1050    272.391    5135.3040     18.852693
   KRG      KITE REALTY GROUP TRUST    5009.2506    131.476    7621.7056     57.970319
  KRMD     KORU MEDICAL SYSTEMS INC     269.4097     -2.972     264.0337    -88.840410
  KRNY        KEARNY FINANCIAL CORP     404.5317     48.651    1506.6717     30.968977
   KRO         KRONOS WORLDWIDE INC     508.3000    -35.300    1048.6000    -29.705382
  KROS       KEROS THERAPEUTICS INC     397.9158     70.623     127.3838      1.803716
   KRP  KIMBELL ROYALTY PARTNERS LP    1098.3370    132.829    1500.5890     11.297149
  KRRO                KORRO BIO INC      75.4302    -87.342      42.7632     -0.489606
  KRUS           KURA SUSHI USA INC    1027.0734     -2.447    1134.6264   -463.680588
  KRYS          KRYSTAL BIOTECH INC    7196.9957    161.295    6378.5437     39.545824
   KSS                  KOHL'S CORP    1466.3100    447.000    8491.3100     18.996219
   KTB           KONTOOR BRANDS INC    3374.6116    468.241    4560.0386      9.738657
  KTCC              KEY TRONIC CORP      30.7793      0.562     147.8053    262.998754
  KTOS    KRATOS DEFENSE & SECURITY   12819.3013     27.700   12404.5013    447.815931
  KULR        KULR TECHNOLOGY GROUP     939.5821    -15.235     911.5951    -59.835583
  KURA            KURA ONCOLOGY INC     912.8135   -303.631     266.0305     -0.876164
  KUST     KUSTOM ENTERTAINMENT INC       3.0509    -10.373      11.2569     -1.085212
  KVHI           KVH INDUSTRIES INC     135.9986     -5.309      70.4766    -13.274929
    KW  KENNEDY-WILSON HOLDINGS INC    1333.5704     54.800    5665.5704    103.386321
   KWR              QUAKER HOUGHTON    2379.8569    195.009    3105.8809     15.926859
  KYMR       KYMERA THERAPEUTIC INC    6327.8204   -345.544    5561.7964    -16.095769
  KYNB               KYNTRA BIO INC      35.5327    -45.342      13.8687     -0.305869
   KZR          KEZAR LIFE SCIENCES      46.1183    -52.270     -23.4337      0.448320
     L                   LOEWS CORP   21694.2812   2368.000   22864.2812      9.655524
   LAB        STANDARD BIOTOOLS INC     494.5677    -93.305     337.8197     -3.620596
   LAD     LITHIA MOTORS INC  -CL A    7809.7550   1826.300   22998.7550     12.593087
  LADR          LADDER CAPITAL CORP    1398.3017    240.119    4870.1267     20.282138
  LAKE      LAKELAND INDUSTRIES INC     220.2818      7.279     234.4538     32.209617
  LAMR  LAMAR ADVERTISING CO  -CL A   12826.4780    698.118   17680.3930     25.325794
  LAND          GLADSTONE LAND CORP     347.8373     23.100     855.3383     37.027632
  LARK      LANDMARK BANCORP INC/KS     138.6578     26.903     202.7778      7.537368
  LASR                   NLIGHT INC    1919.1241    -24.202    1821.6981    -75.270560
  LAUR       LAUREATE EDUCATION INC    4812.7898    431.102    5176.1858     12.006870
   LAZ                   LAZARD INC    4560.1239    426.954    5066.2219     11.865967
 LBRDK       LIBERTY BROADBAND CORP    6967.7781    -36.000    8618.7781   -239.410503
  LBRT           LIBERTY ENERGY INC    2990.1323    100.439    3580.8643     35.652130
    LC             LENDINGCLUB CORP    2185.0889    177.093    1270.4779      7.174072
  LCII               LCI INDUSTRIES    2936.3067    279.922    3949.0977     14.107850
  LCNB                    LCNB CORP     232.6397     49.065     319.6207      6.514230
  LCTX LINEAGE CELL THERAPEUTICS IN     406.0137    -21.779     352.6517    -16.192282
  LCUT          LIFETIME BRANDS INC      89.4833     19.963     328.8553     16.473240
   LDI                LOANDEPOT INC     469.1138    210.032    6094.3098     29.016101
  LDOS          LEIDOS HOLDINGS INC   22799.1324   2101.000   26937.1324     12.821101
    LE               LANDS' END INC     383.9954     57.769     627.6124     10.864173
   LEA                    LEAR CORP    5804.1462   1061.900    8267.5462      7.785617
  LECO   LINCOLN ELECTRIC HLDGS INC   13143.2954    742.961   14182.0354     19.088533
  LEDS                SEMILEDS CORP      15.3440     -1.595      15.6000     -9.780564
   LEE          LEE ENTERPRISES INC      34.0707     19.878     505.6617     25.438258
   LEG          LEGGETT & PLATT INC    1490.5000    245.200    2559.0000     10.436378
  LEGH          LEGACY HOUSING CORP     464.8102     48.574     458.8712      9.446848
   LEN                  LENNAR CORP   32189.3665   2750.407   34497.7845     12.542793
  LESL                 LESLIE'S INC      51.0950     16.585     998.6060     60.211396
   LEU          CENTRUS ENERGY CORP    4773.6326     50.200    4032.4326     80.327343
  LEVI            LEVI STRAUSS & CO    2282.7486    718.700    3739.4486      5.203073
  LFCR         LIFECORE BIOMEDL INC     306.5619      0.525     432.8209    824.420762
   LFT     LUMENT FINANCE TRUST INC      73.8826     52.091    1035.3596     19.875979
  LFUS               LITTELFUSE INC    6304.2839    363.578    6626.4329     18.225616
  LFVN             LIFEVANTAGE CORP     162.5713     13.253     154.0483     11.623655
  LGIH                LGI HOMES INC     993.7937     79.776    2602.4647     32.622151
   LGL                LGL GROUP INC      32.0768     -1.367      -9.2172      6.742648
  LGND    LIGAND PHARMACEUTICAL INC    3738.6702     -0.938    3456.6902  -3685.170789
  LGVN               LONGEVERON INC      11.6021    -23.287       7.7651     -0.333452
    LH         LABCORP HOLDINGS INC   20622.3360   1516.200   26616.0360     17.554436
   LHX    L3HARRIS TECHNOLOGIES INC   54851.7931   2531.000   65683.7931     25.951716
   LII     LENNOX INTERNATIONAL INC   16896.2417   1053.400   18632.2417     17.687718
  LINC LINCOLN EDUCATIONAL SERVICES     763.7196     31.766     939.0646     29.561940
  LIND   LINDBLAD EXPEDITIONS HLDGS     797.7577     48.230    1178.7247     24.439658
  LINK        INTERLINK ELECTRONICS      61.1100     -1.829      59.2030    -32.369054
  LIQT    LIQTECH INTERNATIONAL INC      14.0554     -8.308      22.3384     -2.688782
  LITE        LUMENTUM HOLDINGS INC    6635.1880   -172.900    8366.2880    -48.388016
  LITS            LITE STRATEGY INC      16.4576    -11.721      -1.5534      0.132531
  LIVE            LIVE VENTURES INC      56.4326     14.635     265.4286     18.136563
  LIXT LIXTE BIOTECHNOLOGY HOLDINGS       4.5648     -3.573       3.5258     -0.986790
  LKFN      LAKELAND FINANCIAL CORP    1439.0532    162.677    1489.0032      9.153127
   LKQ                     LKQ CORP    7701.0000   1087.000   12443.0000     11.447102
   LLY             LILLY (ELI) & CO  961623.6640  29696.000  998115.6640     33.611115
    LM               LEGG MASON INC    3711.1762    597.178    4542.1562      7.606034
  LMAT        LEMAITRE VASCULAR INC    1846.8903     64.532    1673.3623     25.930737
   LMB         LIMBACH HOLDINGS INC     905.1620     51.439     949.6230     18.461148
  LMFA       LM FUNDING AMERICA INC       6.2692    -15.178      25.4532     -1.676980
  LMND                 LEMONADE INC    5403.0603   -158.600    4975.6603    -31.372385
  LMNR                 LIMONEIRA CO     254.8628    -21.492     327.8508    -15.254551
   LMT         LOCKHEED MARTIN CORP  110760.4300   7685.000  129410.4300     16.839353
  LNAI           LUNAI BIOWORKS INC      51.2488    -18.546      61.2138     -3.300647
   LNC        LINCOLN NATIONAL CORP    8462.9710   1320.000    -356.0290     -0.269719
   LNG          CHENIERE ENERGY INC   41288.4360   9112.000   66074.4360      7.251365
   LNN                 LINDSAY CORP    1482.6329     88.124    1368.5679     15.530025
  LNSR                   LENSAR INC     139.4786     -7.437     124.2356    -16.705069
   LNT          ALLIANT ENERGY CORP   16716.4764   1041.000   28487.4764     27.365491
  LNTH        LANTHEUS HOLDINGS INC    4298.1983    400.220    4562.3133     11.399514
  LOAN MANHATTAN BRIDGE CAPITAL INC      53.1588      6.867      70.6438     10.287433
   LOB      LIVE OAK BANCSHARES INC    1581.1992    213.391     820.6922      3.845955
  LOCO   EL POLLO LOCO HOLDINGS INC     313.3502     45.035     548.1282     12.171160
  LODE                 COMSTOCK INC     194.9673    -37.772     196.7303     -5.208363
  LOOP          LOOP INDUSTRIES INC      63.3346     -5.727      53.4466     -9.332390
  LOPE   GRAND CANYON EDUCATION INC    4555.7298    303.321    4362.9738     14.384015
  LOVE             LOVESAC CO (THE)     377.9557     15.148     477.2447     31.505459
   LOW               LOWE'S COS INC  145622.4000  10289.000  183167.4000     17.802255
  LPCN                 LIPOCINE INC      49.4487    -10.371      34.5177     -3.328290
  LPLA   LPL FINANCIAL HOLDINGS INC   28595.3874   2284.874   33478.1694     14.652086
  LPRO            OPEN LENDING CORP     182.3746      5.994      82.2016     13.713981
  LPSN               LIVEPERSON INC      46.5909    -22.998     343.3709    -14.930468
  LPTH   LIGHTPATH TECHNOLOGIES INC     132.2829     -7.564     142.5919    -18.851388
   LPX       LOUISIANA-PACIFIC CORP    5653.2000    260.000    5740.2000     22.077692
  LQDA                LIQUIDIA CORP    3007.6660    -49.376    3014.9130    -61.060292
  LQDT       LIQUIDITY SERVICES INC     841.4701     36.126     669.4451     18.530839
  LRCX            LAM RESEARCH CORP  123499.1516   5900.968  121865.0476     20.651705
   LRN                   STRIDE INC    6318.3784    419.572    5882.8724     14.021127
  LSAK      LESAKA TECHNOLOGIES INC     364.8080      7.922     523.5430     66.087225
  LSBK       LAKE SHORE BANCORP INC     107.6337     13.207      44.4087      3.362512
  LSCC   LATTICE SEMICONDUCTOR CORP   10063.6102     25.268    9971.8312    394.642678
   LSF          LAIRD SUPERFOOD INC      23.7429     -1.820      18.5779    -10.207637
  LSTA      LISATA THERAPEUTICS INC      16.4312    -18.082       0.4752     -0.026280
  LSTR          LANDSTAR SYSTEM INC    4894.2783    188.547    4576.1443     24.270576
  LTBR             LIGHTBRIDGE CORP     422.2645    -23.227     220.4025     -9.489064
   LTC           LTC PROPERTIES INC    1666.8112    132.769    2497.1852     18.808496
   LTH       LIFE TIME GRP HOLD INC    5876.2267    546.518    9837.9057     18.001064
  LTRN           LANTERN PHARMA INC      34.1027    -17.978      24.0627     -1.338453
  LTRX                LANTRONIX INC     112.2256     -6.897     113.2866    -16.425489
  LULU      LULULEMON ATHLETICA INC   50235.0044   2509.197   49826.4594     19.857532
  LUMN       LUMEN TECHNOLOGIES INC    7967.7154   -166.000   25781.7154   -155.311539
  LUNG                 PULMONX CORP      92.0995    -53.663      78.4545     -1.461985
   LUV           SOUTHWEST AIRLINES   21308.9627    490.000   24058.9627     49.099924
   LVO                  LIVEONE INC      67.5297     -4.583      67.2027    -14.663474
   LVS         LAS VEGAS SANDS CORP   43930.1523   3065.000   56060.1523     18.290425
    LW     LAMB WESTON HOLDINGS INC    7766.6956    876.600   11950.1956     13.632439
  LWAY            LIFEWAY FOODS INC     369.0714     16.172     363.9664     22.505961
  LWLG          LIGHTWAVE LOGIC INC     473.2052    -20.762     406.7862    -19.592823
   LXP         LXP INDUSTRIAL TRUST    2929.0377     44.582    4118.9207     92.389769
  LXRX  LEXICON PHARMACEUTICALS INC     417.9859    -48.911     383.9929     -7.850850
   LXU           LSB INDUSTRIES INC     609.1355     62.795     958.0495     15.256780
  LYFT                     LYFT INC    7764.5807     52.626    7243.7047    137.644980
  LYTS           LSI INDUSTRIES INC     493.3410     37.116     556.5250     14.994207
   LYV    LIVE NATION ENTERTAINMENT   33547.4925   1224.337   36844.8925     30.093751
   LZB                 LA-Z-BOY INC    1625.9780    161.144    1785.7690     11.081821
     M                   MACY'S INC    4326.4102    765.000    9093.4102     11.886811
    MA               MASTERCARD INC  510366.7200  19401.000  518740.7200     26.737834
   MAA   MID-AMERICA APT CMNTYS INC   16235.5230    569.754   21591.1990     37.895651
   MAC                  MACERICH CO    4744.0539     52.260    9507.0159    181.917641
  MAIN     MAIN STREET CAPITAL CORP    5425.1357    490.688    7840.7707     15.979137
  MAMA         MAMA'S CREATIONS INC     289.4892      5.777     292.4532     50.623715
   MAN                MANPOWERGROUP    1376.4098    305.400    2594.2098      8.494466
  MANH     MANHATTAN ASSOCIATES INC   10371.7370    286.155   10104.0530     35.309720
   MAR            MARRIOTT INTL INC   82481.9576   4177.000   99305.9576     23.774469
  MARA            MARA HOLDINGS INC    3407.5957   -820.164    6493.8167     -7.917705
 MARPS       MARINE PETROLEUM TRUST       9.0500      0.695       8.1280     11.694964
   MAS                   MASCO CORP   12964.8780   1272.000   15532.8780     12.211382
  MASI                  MASIMO CORP    6776.1260    325.300    7183.1260     22.081543
  MASS              908 DEVICES INC     190.6905    -24.113      82.3485     -3.415108
   MAT                   MATTEL INC    5979.7760    620.024    7420.1170     11.967467
  MATV           MATIV HOLDINGS INC     664.3742     47.400    1658.4742     34.988907
  MATW    MATTHEWS INTL CORP  -CL A     747.7269     42.406    1479.4109     34.886830
  MATX                   MATSON INC    3755.9200    467.300    4341.1200      9.289792
   MAX               MEDIAALPHA INC     727.8807     77.914     835.7937     10.727131
  MAYS              MAYS (J.W.) INC      81.1440     -0.154     106.6560   -692.571429
   MBI                     MBIA INC     361.6516     42.000    1723.6516     41.039324
  MBIN            MERCHANTS BANCORP    1563.1156    383.036    5199.2496     13.573788
  MBIO              MUSTANG BIO INC       7.1603     -2.432     -10.1057      4.155304
  MBOT         MICROBOT MEDICAL INC     134.3160    -14.743      56.5870     -3.838228
  MBRX        MOLECULIN BIOTECH INC      10.5887    -25.103       2.0697     -0.082448
  MBUU             MALIBU BOATS INC     602.5428     25.261     590.8638     23.390357
  MBWM         MERCANTILE BANK CORP     826.4061    138.589    1086.1581      7.837261
    MC                  MOELIS & CO    5046.9595    273.863    4804.7495     17.544354
   MCB      METROPOLITAN BANK HLDNG     770.3960    183.163     457.7410      2.499091
  MCBS     METROCITY BANKSHARES INC     764.8297    113.469     906.4597      7.988611
   MCD              MCDONALD'S CORP  217180.6780  12394.000  271219.6780     21.883143
  MCFT   MASTERCRAFT BOAT HLDNGS IN     304.8421     11.891     225.3981     18.955353
  MCHB            MECHANICS BANCORP    3237.6922    329.461    2486.5172      7.547228
  MCHP     MICROCHIP TECHNOLOGY INC   26078.7091    383.600   31088.2091     81.043298
  MCHX                  MARCHEX INC      72.8889     -4.349      63.6679    -14.639664
   MCK                MCKESSON CORP   84123.7500   5171.000   85557.7500     16.545687
   MCO                 MOODY'S CORP   90697.8416   3462.000   95600.8416     27.614339
  MCRB       SERES THERAPEUTICS INC     142.1933    -93.971     179.3933     -1.909028
  MCRI  MONARCH CASINO & RESORT INC    1705.2783    134.273    1622.1083     12.080674
   MCS                  MARCUS CORP     475.2264     21.683     784.1264     36.163188
   MCW          MISTER CAR WASH INC    1825.2535    215.064    3566.8545     16.585084
   MCY         MERCURY GENERAL CORP    5209.8893    689.572    3846.6233      5.578277
    MD  PEDIATRIX MEDICAL GROUP INC    1774.8566    231.085    1909.7486      8.264269
   MDB                  MONGODB INC   21993.5138   -216.064   19730.9478    -91.319923
  MDGL MADRIGAL PHARMACEUTICALS INC   13301.8103   -300.097   12660.7913    -42.188997
  MDIA          MEDIACO HOLDING INC      53.2232    -28.197     201.3012     -7.139100
  MDLZ   MONDELEZ INTERNATIONAL INC   68987.2361   3598.000   88760.2361     24.669326
  MDRR     MEDALIST DIVERSIFIED INC      13.6530      0.445      42.3480     95.164045
   MDU      MDU RESOURCES GROUP INC    3989.5562    290.377    6638.1992     22.860623
  MDXG             MIMEDX GROUP INC    1002.5964     65.695     859.0074     13.075689
   MEC MAYVILLE ENGNERING CMPNY INC     380.3530      2.182     617.9560    283.206233
   MED                 MEDIFAST INC     117.3839    -14.213     -39.1951      2.757694
  MEDP         MEDPACE HOLDINGS INC   15895.2567    534.935   15535.0597     29.041023
   MEG       MONTROSE ENV GROUP INC     892.1419     14.450    1239.9459     85.809405
   MEI      METHODE ELECTRONICS INC     224.4911    -21.200     464.5911    -21.914675
  MELI             MERCADOLIBRE INC  102116.9392   3201.000   97342.9392     30.410165
  MERC              MERCER INTL INC     132.6263   -182.067    1571.5843     -8.631901
   MET                  METLIFE INC   51732.0660   5744.000   33137.0660      5.768988
  META           META PLATFORMS INC 1670027.7000  83276.000 1672679.7000     20.085976
  METC         RAMACO RESOURCES INC    1122.2983    -55.956    1155.2173    -20.645102
   MFA            MFA FINANCIAL INC     946.4825    737.968   11553.2595     15.655502
  MFIC MIDCAP FINANCIAL INVSMT CORP    1054.9053    269.071    2951.9313     10.970827
  MFIN     MEDALLION FINANCIAL CORP     239.8805     97.951     354.3845      3.617977
    MG            MISTRAS GROUP INC     399.3226     54.969     613.9316     11.168688
  MGEE               MGE ENERGY INC    2865.6236    170.653    3794.7396     22.236583
   MGM    MGM RESORTS INTERNATIONAL    9426.2063   1253.725   38706.9073     30.873523
  MGNI                  MAGNITE INC    2320.3057     98.730    2393.3037     24.240896
  MGNX              MACROGENICS INC     101.9436    -72.841     -51.2074      0.703002
  MGPI          MGP INGREDIENTS INC     517.4442     87.088     765.5952      8.791053
  MGRC             MCGRATH RENTCORP    2582.5372    244.089    3110.0372     12.741407
   MGY      MAGNOLIA OIL & GAS CORP    3967.1247    439.181    4119.8997      9.380870
  MGYR           MAGYAR BANCORP INC     107.3158     18.091     151.1968      8.357570
   MHH          MASTECH DIGITAL INC      81.6102      5.020      47.4982      9.461793
   MHK        MOHAWK INDUSTRIES INC    6721.9500    714.400    8326.8500     11.655725
   MHO                M/I HOMES INC    3296.3759    506.553    3637.0179      7.179936
  MIDD                MIDDLEBY CORP    7273.3824    605.600    9337.9244     15.419294
  MIND          MIND TECHNOLOGY INC      73.8726      6.818      69.8566     10.245908
  MIRM    MIRUM PHARMACEUTICALS INC    4099.2650    -22.136    4035.3900   -182.299874
  MITK            MITEK SYSTEMS INC     445.8735     21.179     412.3485     19.469687
  MITT AG MORTGAGE INVESTMENT TRUST     270.4589    435.963    8294.9129     19.026644
   MKC           MCCORMICK & CO INC   18109.0245   1094.000   22236.0245     20.325434
   MKL             MARKEL GROUP INC   27064.0935   3124.452   23374.8225      7.481255
  MKSI                      MKS INC   10738.5600    567.000   14541.5600     25.646490
  MKTX     MARKETAXESS HOLDINGS INC    6484.5813    371.289    6085.2683     16.389573
  MLAB        MESA LABORATORIES INC     647.2903     19.068     813.8213     42.679951
  MLCI      MOUNT LOGAN CAPITAL INC     105.4928     -8.282      54.4908     -6.579425
   MLI           MUELLER INDUSTRIES   12763.4640    890.616   11383.1660     12.781228
  MLKN              MILLERKNOLL INC    1143.8704    224.600    2762.1704     12.298176
   MLM    MARTIN MARIETTA MATERIALS   37552.6246   1451.000   43492.6246     29.974242
   MLP     MAUI LAND & PINEAPPLE CO     334.6497     -4.547     334.0607    -73.468375
   MLR     MILLER INDUSTRIES INC/TN     424.9716     34.109     413.8666     12.133648
  MLSS     MILESTONE SCIENTIFIC INC      74.8934     -6.757      71.9854    -10.653456
   MMI       MARCUS & MILLICHAP INC    1048.5637    -12.923     868.7037    -67.221520
  MMLP MARTIN MIDSTREAM PARTNERS LP     101.9336     47.879     600.3426     12.538746
   MMM                        3M CO   84897.6679   4143.000   92096.6679     22.229464
   MMS                  MAXIMUS INC    5007.5329    528.716    6191.2409     11.709956
  MMSI    MERIT MEDICAL SYSTEMS INC    5237.6314    197.233    5610.6544     28.446834
  MNKD                MANNKIND CORP    1745.4131     56.240    2196.2101     39.050677
  MNOV               MEDICINOVA INC      64.4795    -13.283      33.8845     -2.550967
  MNPR     MONOPAR THERAPEUTICS INC     436.9876    -16.704     296.8346    -17.770271
  MNRO                    MONRO INC     433.5646     14.748     942.1586     63.883822
  MNSB    MAINSTREET BANCSHARES INC     152.6389     36.535      65.7539      1.799751
  MNST        MONSTER BEVERAGE CORP   74991.9237   2438.858   72644.5687     29.786305
  MNTK       MONTAUK RENEWABLES INC     239.2192      2.402     353.3992    147.127061
    MO             ALTRIA GROUP INC   96541.1759  12159.000  117769.1759      9.685762
   MOD      MODINE MANUFACTURING CO    4021.7000    313.700    4399.5000     14.024546
 MOG.A              MOOG INC  -CL A    6569.8418    425.723    7651.6358     17.973273
   MOH        MOLINA HEALTHCARE INC    8850.5400    874.000    4640.5400      5.309542
  MORN              MORNINGSTAR INC    8636.1167    506.600    9368.5167     18.492927
   MOS                    MOSAIC CO    7646.3828   1151.500   12641.4828     10.978274
   MOV             MOVADO GROUP INC     299.9546     27.067     185.7756      6.863546
  MPAA   MOTORCAR PARTS OF AMER INC     184.6420     59.775     377.7920      6.320234
   MPB         MID PENN BANCORP INC     714.9179    123.360     675.3769      5.474845
   MPC      MARATHON PETROLEUM CORP   47975.8500   5768.000   78661.8500     13.637630
  MPLX                      MPLX LP   54208.0157   4603.000   78233.0157     16.996093
   MPT     MEDICAL PROPERTIES TRUST    2985.0400    425.679   12212.8080     28.690182
  MPWR MONOLITHIC POWER SYSTEMS INC   44147.8892    728.636   42915.4472     58.898335
   MPX         MARINE PRODUCTS CORP     306.5825     14.528     263.2235     18.118358
  MRAM    EVERSPIN TECHNOLOGIES INC     213.2358     -6.508     172.1228    -26.447880
  MRBK                MERIDIAN CORP     206.0376     55.850     348.1806      6.234209
  MRCC          MONROE CAPITAL CORP     138.0124     27.414     326.8474     11.922645
  MRCY          MERCURY SYSTEMS INC    3177.9016    -10.414    3524.8506   -338.472307
   MRK               MERCK & CO INC  260479.2380  23852.000  296323.2380     12.423413
  MRKR      MARKER THERAPEUTICS INC      24.8428    -12.437       7.7998     -0.627145
  MRNA                  MODERNA INC   11619.0600  -3074.000    7124.0600     -2.317521
  MRSH                        MARSH   89951.0417   6814.000  108713.0417     15.954365
  MRTN         MARTEN TRANSPORT LTD     927.9480     10.846     880.1230     81.147243
  MRVI MARAVAI LIFESCIENS HLDGS INC     472.3030   -123.414     620.1210     -5.024722
  MRVL       MARVELL TECHNOLOGY INC   97736.7600     -8.500  101131.5600 -11897.830588
    MS               MORGAN STANLEY  281000.5200  60345.000  643772.5200     10.668200
   MSA               MSA SAFETY INC    6231.5278    401.983    6705.8208     16.681852
   MSB                 MESABI TRUST     309.6320     91.319     209.4280      2.293367
  MSBI   MIDLAND STATES BANCORP INC     448.1689    133.130     761.7239      5.721655
  MSCI                     MSCI INC   42205.3000   1709.130   48028.3740     28.101065
  MSEX           MIDDLESEX WATER CO     933.8288     54.376    1348.4408     24.798455
  MSFT               MICROSOFT CORP 3697745.9400 128528.000 3715364.9400     28.907047
  MSGM         MOTORSPORT GAMES INC      16.0973      1.949      11.1223      5.706670
  MSGS MADISON SQUARE GARDEN SPORTS    5018.5611     14.808    6050.0411    408.565714
   MSI       MOTOROLA SOLUTIONS INC   63516.1240   2977.000   72117.1240     24.224765
   MSM MSC INDUSTRIAL DIRECT  -CL A    5033.9317    313.729    5516.5107     17.583681
   MSN           EMERSON RADIO CORP       9.4062     -5.615      -6.1848      1.101478
  MSTR                 STRATEGY INC   47417.8209    -40.909   53362.0749  -1304.409174
   MTB                M&T BANK CORP   30591.1114   4782.000   25534.1114      5.339630
  MTCH              MATCH GROUP INC    7508.4260    960.729   10568.1180     11.000103
   MTD      METTLER-TOLEDO INTL INC   28384.3142   1118.490   30582.7492     27.342890
  MTDR         MATADOR RESOURCES CO    5273.6793   1226.542    8742.8733      7.128067
  MTEX                MANNATECH INC      25.3156      1.429      20.0626     14.039608
   MTG      MGIC INVESTMENT CORP/WI    6409.9037    964.140    5920.9257      6.141147
   MTH          MERITAGE HOMES CORP    4485.5202    537.477    5599.8872     10.418841
   MTN             VAIL RESORTS INC    5392.0801    562.502    8379.9031     14.897553
  MTNB  MATINAS BIOPHARMA HLDGS INC       2.5944    -20.162      -1.8456      0.091539
   MTR           MESA ROYALTY TRUST       8.0525      0.430       5.9795     13.905814
  MTRN                MATERION CORP    2577.7752    130.415    3104.4222     23.804181
  MTRX            MATRIX SERVICE CO     373.0111    -31.496     169.7971     -5.391069
  MTSI MACOM TECHNLGY SOL HLDGS INC    9271.7662    134.728    9089.2432     67.463654
  MTUS                 METALLUS INC     714.7655      1.100     572.1655    520.150455
  MTVA                  METAVIA INC      19.4334    -13.708       9.3654     -0.683207
   MTW                 MANITOWOC CO     425.3213     58.700     877.7213     14.952663
   MTX    MINERALS TECHNOLOGIES INC    1891.5223    287.100    2570.9223      8.954797
   MTZ                   MASTEC INC   17150.0583    656.643   19553.1993     29.777519
    MU        MICRON TECHNOLOGY INC  133529.2200   9870.000  138570.2200     14.039536
   MUR              MURPHY OIL CORP    4462.0313    292.114    6286.5223     21.520784
  MUSA               MURPHY USA INC    7491.7523    733.900   10205.8523     13.906326
   MUX                   MCEWEN INC    1027.6197    -12.925    1083.6727    -83.843149
  MVBF           MVB FINANCIAL CORP     328.4543     42.130     187.8223      4.458160
  MVIS              MICROVISION INC     253.8201    -72.583     215.2571     -2.965668
   MWA   MUELLER WATER PRODUCTS INC    3989.5671    273.500    4038.0671     14.764414
    MX MAGNACHIP SEMICONDUCTOR CORP      92.3585    -31.020      35.5765     -1.146889
   MXC            MEXCO ENERGY CORP      16.7158      1.950      15.0888      7.737846
   MXL                MAXLINEAR INC    1506.8409    -79.412    1577.6429    -19.866555
   MYE         MYERS INDUSTRIES INC     699.7910     84.732    1033.4080     12.196195
  MYFW      FIRST WSTRN FINNCIL INC     260.7541     39.932     191.0981      4.785588
  MYGN          MYRIAD GENETICS INC     575.0250    -50.700     633.5250    -12.495562
   MYO                    MYOMO INC      35.0086    -14.401      35.9976     -2.499660
  MYRG                MYR GROUP INC    3391.7755    162.611    3345.1285     20.571354
  MYSZ                  MY SIZE INC       8.7108     -3.588       4.1068     -1.144593
  MZTI            MARZETTI CO (THE)    4757.0492    229.249    4651.1262     20.288534
  NABL                   N-ABLE INC    1396.3963     57.664    1714.9193     29.739860
  NAGE        NIAGEN BIOSCIENCE INC     506.9810     13.059     445.0100     34.076882
  NAII         NATURAL ALTERNATIVES      20.2638     -7.260      66.9688     -9.224353
  NATH          NATHAN'S FAMOUS INC     394.1738     36.497     422.2958     11.570699
  NATR   NATURES SUNSHINE PRODS INC     377.8226     29.728     302.8316     10.186747
  NAVI                 NAVIENT CORP    1241.6430   2522.000   44843.6430     17.780985
  NBHC     NATIONAL BANK HLDGS CORP    1435.7517    174.705    1120.0447      6.411063
  NBIX   NEUROCRINE BIOSCIENCES INC   14197.1830    636.500   13188.0830     20.719690
   NBN               NORTHEAST BANK     758.6398    148.403     684.2558      4.610795
  NBTB            N B T BANCORP INC    2167.4686    342.779    2040.9066      5.954001
    NC      NACCO INDUSTRIES  -CL A     287.5706    -40.128     349.1776     -8.701595
  NCMI       NATIONAL CINEMEDIA INC     363.1471     -8.200     348.3471    -42.481354
  NCNO                    NCINO INC    3945.0580     -5.886    4060.9540   -689.934421
  NCSM      NCS MULTISTAGE HLDG INC     100.5415     10.896      76.7635      7.045108
  NDAQ                   NASDAQ INC   55353.8042   2415.000   58223.8042     24.109236
  NDLS                 NOODLES & CO      33.0542    -30.329     300.6432     -9.912730
  NDRA      ENDRA LIFE SCIENCES INC       3.3616     -8.430       0.8856     -0.105053
  NDSN                 NORDSON CORP   12970.6440    729.739   14954.5600     20.493026
  NECB  NORTHEAST COMMUNITY BANCORP     303.9236     76.714     297.8786      3.882976
   NEE           NEXTERA ENERGY INC  167223.2400   8280.000  259836.2400     31.381188
   NEM                 NEWMONT CORP  108736.6500  10925.000  106081.6500      9.709991
   NEN NEW ENGLAND REALTY ASSC  -LP     222.7830     23.144     721.5530     31.176676
   NEO              NEOGENOMICS INC    1516.9106    -80.862    1766.7486    -21.848935
  NEOG                  NEOGEN CORP    1271.8778     18.941    2055.4858    108.520448
  NEON                  NEONODE INC      29.2024     -8.140       4.2154     -0.517862
  NEPH                  NEPHROS INC      51.9427      1.146      47.6057     41.540750
  NERV    MINERVA NEUROSCIENCES INC     173.9615    -15.102     151.5595    -10.035724
